cp_method,LightGBM,LogReg,RandomForest,SVM_RBF,XGBoost
APS,1.0,1.0,0.9933333333333333,1.0,1.0
ClassConditional,0.972128608124673,0.9571779136314307,0.9602815449839551,0.9708363588097971,0.9599477666127937
Mondrian,0.972128608124673,0.9571779136314307,0.9602815449839551,0.9708363588097971,0.9599477666127937
Standard,0.9556487792690449,0.9494700146003638,0.9646860921774841,0.9632739168794261,0.9564930238368508
