dataset,dataset_name,openml_id,model,cp_method,alpha,target_coverage,empirical_coverage,avg_set_size,set_size_variance,class_cond_coverage_gap,point_accuracy,brier_score,ece,per_class_efficiency
blood,Blood Transfusion,1464,LogReg,Mondrian,0.05,0.95,0.98,1.8133333333333332,0.15182222222222225,0.08571428571428574,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 1.817391304347826, 1: 1.8}"
blood,Blood Transfusion,1464,LogReg,Mondrian,0.01,0.99,0.98,1.82,0.14759999999999995,0.08571428571428574,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 1.817391304347826, 1: 1.8285714285714285}"
blood,Blood Transfusion,1464,LogReg,APS,0.2,0.8,1.0,2.0,0.0,0.0,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 2.0, 1: 2.0}"
blood,Blood Transfusion,1464,LogReg,APS,0.15,0.85,1.0,2.0,0.0,0.0,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 2.0, 1: 2.0}"
blood,Blood Transfusion,1464,LogReg,APS,0.1,0.9,1.0,2.0,0.0,0.0,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 2.0, 1: 2.0}"
blood,Blood Transfusion,1464,LogReg,APS,0.05,0.95,1.0,2.0,0.0,0.0,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 2.0, 1: 2.0}"
blood,Blood Transfusion,1464,LogReg,APS,0.01,0.99,1.0,2.0,0.0,0.0,0.7866666666666666,0.30338241072147665,0.06404733422359768,"{0: 2.0, 1: 2.0}"
blood,Blood Transfusion,1464,RandomForest,Standard,0.2,0.8,0.7933333333333333,1.1266666666666667,0.11062222222222222,0.5503105590062112,0.74,0.3829444617141183,0.253808534499985,"{0: 1.1130434782608696, 1: 1.1714285714285715}"
blood,Blood Transfusion,1464,RandomForest,Standard,0.15,0.85,0.84,1.2533333333333334,0.18915555555555552,0.4993788819875777,0.74,0.3829444617141183,0.253808534499985,"{0: 1.2347826086956522, 1: 1.3142857142857143}"
blood,Blood Transfusion,1464,RandomForest,Standard,0.1,0.9,0.8666666666666667,1.3466666666666667,0.22648888888888882,0.3850931677018634,0.74,0.3829444617141183,0.253808534499985,"{0: 1.3130434782608695, 1: 1.457142857142857}"
blood,Blood Transfusion,1464,RandomForest,Standard,0.05,0.95,0.96,1.6533333333333333,0.22648888888888885,0.17142857142857137,0.74,0.3829444617141183,0.253808534499985,"{0: 1.608695652173913, 1: 1.8}"
blood,Blood Transfusion,1464,RandomForest,Standard,0.01,0.99,1.0,2.0,0.0,0.0,0.74,0.3829444617141183,0.253808534499985,"{0: 2.0, 1: 2.0}"
blood,Blood Transfusion,1464,RandomForest,ClassConditional,0.2,0.8,0.8333333333333334,1.4466666666666668,0.2471555555555555,0.006211180124223503,0.74,0.3829444617141183,0.253808534499985,"{0: 1.4434782608695653, 1: 1.457142857142857}"
blood,Blood Transfusion,1464,RandomForest,ClassConditional,0.15,0.85,0.8866666666666667,1.54,0.24840000000000004,0.0757763975155279,0.74,0.3829444617141183,0.253808534499985,"{0: 1.5130434782608695, 1: 1.6285714285714286}"
blood,Blood Transfusion,1464,RandomForest,ClassConditional,0.1,0.9,0.94,1.7133333333333334,0.20448888888888891,0.07080745341614914,0.74,0.3829444617141183,0.253808534499985,"{0: 1.7043478260869565, 1: 1.7428571428571429}"
blood,Blood Transfusion,1464,RandomForest,ClassConditional,0.05,0.95,0.9666666666666667,1.94,0.056400000000000006,0.04347826086956519,0.74,0.3829444617141183,0.253808534499985,"{0: 1.9565217391304348, 1: 1.8857142857142857}"
blood,Blood Transfusion,1464,RandomForest,ClassConditional,0.01,0.99,0.9933333333333333,1.9733333333333334,0.025955555555555555,0.008695652173912993,0.74,0.3829444617141183,0.253808534499985,"{0: 1.991304347826087, 1: 1.9142857142857144}"
blood,Blood Transfusion,1464,RandomForest,Mondrian,0.2,0.8,0.8333333333333334,1.4466666666666668,0.2471555555555555,0.006211180124223503,0.74,0.3829444617141183,0.253808534499985,"{0: 1.4434782608695653, 1: 1.457142857142857}"
blood,Blood Transfusion,1464,RandomForest,Mondrian,0.15,0.85,0.8866666666666667,1.54,0.24840000000000004,0.0757763975155279,0.74,0.3829444617141183,0.253808534499985,"{0: 1.5130434782608695, 1: 1.6285714285714286}"
blood,Blood Transfusion,1464,RandomForest,Mondrian,0.1,0.9,0.94,1.7133333333333334,0.20448888888888891,0.07080745341614914,0.74,0.3829444617141183,0.253808534499985,"{0: 1.7043478260869565, 1: 1.7428571428571429}"
blood,Blood Transfusion,1464,RandomForest,Mondrian,0.05,0.95,0.9666666666666667,1.94,0.056400000000000006,0.04347826086956519,0.74,0.3829444617141183,0.253808534499985,"{0: 1.9565217391304348, 1: 1.8857142857142857}"
blood,Blood Transfusion,1464,RandomForest,Mondrian,0.01,0.99,0.9933333333333333,1.9733333333333334,0.025955555555555555,0.008695652173912993,0.74,0.3829444617141183,0.253808534499985,"{0: 1.991304347826087, 1: 1.9142857142857144}"
